prototype,spacegroup_orig,spacegroup_relax,Egap,Egap_fit,compound
"Hg1Mo1O4_ICSD_2533
",15,15,2.2419,3.93508,Hg2Mo2O8
"Hg2P2S6_ICSD_2564
",2,2,1.7509,3.27321,Hg2P2S6
"Hg2P2Se6_ICSD_639132
",15,15,1.1233,2.42721,Hg4P4Se12
"Hg2P2Se6_ICSD_2565
",15,15,1.1232,2.42707,Hg4P4Se12
"Na2S4_ICSD_644957
",122,122,1.9987,3.60725,Na8S16
"Na2S4_ICSD_2586
",122,122,1.995,3.60226,Na8S16
"As2Se3_ICSD_2600
",14,14,1.3414,2.72121,As8Se12
"In4Se3_ICSD_23465
",58,58,0.1431,1.1059,In16Se12
"In4Se3_ICSD_425491
",58,58,0.1471,1.11129,In16Se12
"In4Se3_ICSD_79120
",58,58,0.1429,1.10563,In16Se12
"In4Se3_ICSD_425489
",58,58,0.1415,1.10374,In16Se12
"In4Se3_ICSD_425492
",58,58,0.1433,1.10617,In16Se12
"In4Se3_ICSD_2601
",58,58,0.1518,1.11763,In16Se12
"In4Se3_ICSD_425490
",58,58,0.1408,1.1028,In16Se12
"Ga1P1S4_ICSD_2613
",14,14,2.2749,3.97957,Ga4P4S16
"La2Mo3O12_ICSD_2634
",15,15,3.5437,5.68991,La12Mo18O72
"Se8_ICSD_418318
",14,14,1.625,3.1035,Se32
"Se8_ICSD_280666
",14,14,1.7559,3.27995,Se32
"Se1_ICSD_24670
",14,14,0.7002,1.85687,Se32
"Se8_ICSD_2718
",14,14,1.7792,3.31136,Se32
"Ba1Ce1O3_ICSD_165831
",62,62,2.8816,4.7974,Ba4Ce4O12
"Ba1Ce1O3_ICSD_165830
",62,62,2.8754,4.78904,Ba4Ce4O12
"Ba1Ce1O3_ICSD_165827
",62,62,2.8773,4.7916,Ba4Ce4O12
"Ba1Ce1O3_ICSD_94346
",62,62,2.8858,4.80306,Ba4Ce4O12
"Ba1Ce1O3_ICSD_88590
",62,62,2.8863,4.80373,Ba4Ce4O12
"Ba1Ce1O3_ICSD_165826
",62,62,2.8768,4.79093,Ba4Ce4O12
"H4N2O3_ICSD_2772
",59,59,3.1206,5.11957,H8N4O6
"C1F4_ICSD_2848
",15,15,9.0627,13.1295,C2F8
"C1F4_ICSD_73239
",15,15,9.0662,13.1342,C2F8
"C1F4_ICSD_65786
",15,15,9.084,13.1582,C2F8
"C1F4_ICSD_66659
",15,15,8.9097,12.9233,C2F8
"Bi1Cl3_ICSD_2866
",33,31,3.5493,5.69746,Bi4Cl12
"Li1Nb3O8_ICSD_2921
",14,14,3.1634,5.17726,Li4Nb12O32
"Au2Br6_ICSD_4069
",14,14,0.6525,1.79257,Au8Br24
"Cu1H12I4N4_ICSD_4072
",12,12,0.0,0.0,Cu1H12I4N4
"Cr1I2_ICSD_23892
",12,12,1.8833,3.45169,Cr1I2
"Cr1I2_ICSD_4073
",12,12,1.8417,3.39561,Cr1I2
"Cs2Hg3I8_ICSD_4074
",8,8,1.7202,3.23183,Cs2Hg3I8
"As2O3_ICSD_2114
",227,227,4.0195,6.33129,As8O12
"As2O3_ICSD_409611
",227,227,4.0209,6.33317,As8O12
"As2O3_ICSD_183098
",227,227,4.0255,6.33937,As8O12
"As4O6_ICSD_36144
",227,227,4.021,6.33331,As8O12
"As2O3_ICSD_240404
",227,227,4.0191,6.33075,As8O12
"As2O3_ICSD_24227
",227,227,4.0247,6.3383,As8O12
"As2O3_ICSD_16850
",227,227,4.0171,6.32805,As8O12
"As2O3_ICSD_100434
",14,14,2.9038,4.82732,As8O12
"As2O3_ICSD_27588
",14,14,3.8947,6.16306,As8O12
"As2O3_ICSD_183097
",27,27,0.0,0.0,As8O12
"As2O3_ICSD_183096
",86,86,3.7214,5.92945,As8O12
"Cd1In2O4_ICSD_52389
",141,141,1.0847,2.37518,Cd2In4O8
"Cd1In2O4_ICSD_4118
",227,227,1.0814,2.37073,Cd2In4O8
"Cd1In2O4_ICSD_159740
",227,227,1.0826,2.37234,Cd2In4O8
"Ca2Hf7O16_ICSD_4136
",148,148,4.3155,6.73029,Ca2Hf7O16
"Li2Mo4O13_ICSD_6134
",2,2,2.2748,3.97943,Li6Mo12O39
"Cs1I1_ICSD_61517
",225,225,3.8625,6.11965,Cs1I1
"Cs1I1_ICSD_53835
",221,221,3.6815,5.87566,Cs1I1
"Cs1I1_ICSD_53849
",221,221,3.6816,5.8758,Cs1I1
"Cs1I1_ICSD_56523
",221,221,3.6553,5.84034,Cs1I1
"Cs1I1_ICSD_56522
",221,221,3.6817,5.87593,Cs1I1
"Cs1I1_ICSD_44291
",221,221,3.6833,5.87809,Cs1I1
"Cs1I1_ICSD_44938
",221,221,3.6817,5.87593,Cs1I1
"Cs1I1_ICSD_56524
",221,221,3.6913,5.88887,Cs1I1
"Cs1I1_ICSD_60498
",221,221,3.6817,5.87593,Cs1I1
"Cs1I1_ICSD_9204
",123,221,3.6739,5.86542,Cs1I1
"Na1Nb1O3_ICSD_9645
",161,161,2.7122,4.56905,Na2Nb2O6
"Na1Nb1O3_ICSD_28152
",161,161,2.6855,4.53305,Na2Nb2O6
"Na1Nb1O3_ICSD_280100
",127,127,1.8576,3.41704,Na2Nb2O6
"Na1Nb1O3_ICSD_23563
",127,127,1.8633,3.42473,Na2Nb2O6
"Li1Nb1O3_ICSD_28297
",161,161,3.4222,5.52613,Li2Nb2O6
"Li1Nb1O3_ICSD_164260
",161,161,3.4595,5.57641,Li2Nb2O6
"Li1Nb1O3_ICSD_169697
",161,161,3.448,5.5609,Li2Nb2O6
"Li1Nb1O3_ICSD_155360
",161,161,3.4555,5.57101,Li2Nb2O6
"Li1Nb1O3_ICSD_28298
",161,161,3.4222,5.52613,Li2Nb2O6
"Li1Nb1O3_ICSD_84578
",161,161,3.4462,5.55848,Li2Nb2O6
"Li1Nb1O3_ICSD_169694
",167,167,2.6867,4.53467,Li2Nb2O6
"Li1Nb1O3_ICSD_167130
",161,161,3.4247,5.5295,Li2Nb2O6
"Li1Nb1O3_ICSD_169692
",167,167,2.6827,4.52928,Li2Nb2O6
"Li1Nb1O3_ICSD_169696
",161,161,3.4422,5.55309,Li2Nb2O6
"Li1Nb1O3_ICSD_90744
",167,167,2.6881,4.53656,Li2Nb2O6
"Li1Nb1O3_ICSD_28296
",161,161,3.4319,5.5392,Li2Nb2O6
"Li1Nb1O3_ICSD_28300
",161,161,3.36,5.44228,Li2Nb2O6
"Li1Nb1O3_ICSD_35014
",161,161,3.4461,5.55834,Li2Nb2O6
"Li1Nb1O3_ICSD_74469
",161,161,3.439,5.54877,Li2Nb2O6
"Li1Nb1O3_ICSD_415526
",161,161,3.4599,5.57695,Li2Nb2O6
"Li1Nb1O3_ICSD_28302
",161,161,3.4203,5.52356,Li2Nb2O6
"Li1Nb1O3_ICSD_28294
",161,161,3.463,5.58112,Li2Nb2O6
"Li1Nb1O3_ICSD_169695
",161,161,3.4466,5.55902,Li2Nb2O6
"Li1Nb1O3_ICSD_28299
",161,161,3.4137,5.51467,Li2Nb2O6
"Li1Nb1O3_ICSD_164933
",161,161,3.4709,5.59177,Li2Nb2O6
"Li1Nb1O3_ICSD_90745
",161,161,3.4245,5.52923,Li2Nb2O6
"Li1Nb1O3_ICSD_155361
",161,161,3.4007,5.49714,Li2Nb2O6
"Li1Nb1O3_ICSD_109458
",161,161,3.4521,5.56643,Li2Nb2O6
"Li1Nb1O3_ICSD_28295
",161,161,3.446,5.55821,Li2Nb2O6
"Li1Nb1O3_ICSD_169693
",167,167,2.6826,4.52914,Li2Nb2O6
"Li1Nb1O3_ICSD_61118
",161,161,3.4242,5.52882,Li2Nb2O6
"Li1Nb1O3_ICSD_90743
",167,167,2.6824,4.52888,Li2Nb2O6
"Li1Nb1O3_ICSD_90746
",161,161,3.4091,5.50847,Li2Nb2O6
"Li1Nb1O3_ICSD_28301
",161,161,3.3808,5.47032,Li2Nb2O6
"Li1Nb1O3_ICSD_94493
",161,161,3.4447,5.55646,Li2Nb2O6
"Li1Nb1O3_ICSD_94492
",161,161,3.4318,5.53907,Li2Nb2O6
"Eu2Ge1S4_ICSD_8242
",4,4,1.9244,3.50709,Eu4Ge2S8
"Er3Ga5O12_ICSD_9238
",230,230,3.4546,5.5698,Er12Ga20O48
"Fe3O4_ICSD_98086
",10,10,0.0,0.0,Fe12O16
"Fe3O4_ICSD_35002
",25,227,0.7822,1.96741,Fe12O16
"Fe3O4_ICSD_87697
",57,57,0.1525,1.11857,Fe12O16
"Fe1Si2_ICSD_23408
",64,64,0.9728,2.22433,Fe8Si16
"Fe1Si2_ICSD_167757
",64,64,0.9744,2.22649,Fe8Si16
"Fe1Si2_ICSD_167663
",64,64,0.9831,2.23822,Fe8Si16
"Fe1Si2_ICSD_9119
",64,64,0.9768,2.22973,Fe8Si16
"Fe1Si2_ICSD_167661
",64,64,0.9744,2.22649,Fe8Si16
"Fe1Si2_ICSD_603890
",64,64,0.9717,2.22285,Fe8Si16
"Fe1Si2_ICSD_633530
",64,64,0.9767,2.22959,Fe8Si16
"Fe1Si2_ICSD_167662
",64,64,0.9794,2.23323,Fe8Si16
"Fe3O4_ICSD_92356
",166,166,0.0,0.0,Fe6O8
"Fe3O4_ICSD_31156
",74,74,0.0,0.0,Fe6O8
"Fe3O4_ICSD_263010
",63,63,0.1484,1.11304,Fe6O8
"Fe3O4_ICSD_263012
",63,63,0.1396,1.10118,Fe6O8
"Fe3O4_ICSD_77589
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_26410
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_158741
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_43001
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_92356
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_159964
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_261820
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_159969
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_98085
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_65341
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_77588
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_159973
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_158740
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_158746
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_65340
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_159974
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_633041
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_27899
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_36314
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_159961
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_30860
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_158743
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_82237
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_174321
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_263007
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_157689
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_159976
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_159967
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_65339
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_263009
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_249047
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_85806
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_158745
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_158583
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_158505
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_29129
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_159963
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_263008
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_84098
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_158506
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_159971
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_77590
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_49549
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_159975
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_31157
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_77592
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_20596
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_65338
",216,216,0.0,0.0,Fe6O8
"Fe3O4_ICSD_44525
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_98087
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_246895
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_158744
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_162349
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_158742
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_633020
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_85807
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_159959
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_56120
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_84611
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_77591
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_75627
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_82234
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_50567
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_27898
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_85177
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_158504
",227,227,0.0,0.0,Fe6O8
"Fe3O4_ICSD_633018
",227,227,0.0,0.0,Fe6O8
"Ba1Fe2O4_ICSD_171001
",36,36,1.6964,3.19975,Ba4Fe8O16
"Cu1I1_ICSD_23990
",216,216,1.65,3.1372,Cu1I1
"Cu1I1_ICSD_9098
",216,216,1.6513,3.13895,Cu1I1
"Cu1I1_ICSD_24771
",216,216,1.645,3.13046,Cu1I1
"Cu1I1_ICSD_60719
",216,216,1.6458,3.13154,Cu1I1
"Cu1I1_ICSD_33724
",216,216,1.6398,3.12345,Cu1I1
"Cu1I1_ICSD_30085
",216,216,1.647,3.13316,Cu1I1
"Cu1I1_ICSD_163436
",216,216,1.6523,3.1403,Cu1I1
"Cu1I1_ICSD_76611
",216,216,1.6185,3.09474,Cu1I1
"Cu1I1_ICSD_163427
",216,216,1.6183,3.09447,Cu1I1
"Cu1I1_ICSD_163428
",216,216,1.6526,3.1407,Cu1I1
"Cu1I1_ICSD_157431
",216,216,1.6515,3.13922,Cu1I1
"Cu1I1_ICSD_78265
",216,216,1.617,3.09272,Cu1I1
"Bi1I1O1_ICSD_391354
",129,129,1.5211,2.96344,Bi2I2O2
"Bi1I1O1_ICSD_24610
",129,129,1.5043,2.9408,Bi2I2O2
"Bi1Br1O1_ICSD_24609
",129,129,2.2719,3.97552,Bi2Br2O2
"Bi1Br1O1_ICSD_61225
",129,129,2.3093,4.02594,Bi2Br2O2
"Ag2Hg1I4_ICSD_6069
",82,82,1.506,2.94309,Ag2Hg1I4
"Ag2Hg1I4_ICSD_150343
",82,82,1.5048,2.94147,Ag2Hg1I4
"Ag2Hg1I4_ICSD_25592
",82,82,1.5156,2.95603,Ag2Hg1I4
"Ag2Hg1I4_ICSD_30264
",111,111,1.3556,2.74035,Ag2Hg1I4
"C1_ICSD_88811
",67,191,0.0,0.0,C8
"C1_ICSD_88815
",67,191,0.0,0.0,C8
"C1_ICSD_186577
",65,65,3.3312,5.40346,C8
"C1_ICSD_88816
",65,65,0.0,0.0,C8
"C1_ICSD_88812
",65,65,0.0,0.0,C8
"C1_ICSD_66466
",194,194,4.5299,7.01931,C8
"C1_ICSD_182760
",12,12,3.489,5.61617,C8
"C1_ICSD_88820
",206,206,2.4527,4.21924,C8
"C1_ICSD_88819
",206,206,2.4499,4.21547,C8
"C1_ICSD_88818
",206,206,2.4492,4.21452,C8
"C8_ICSD_20351
",229,229,3.006,4.96509,C8
"C1_ICSD_88821
",206,206,2.4526,4.2191,C8
"C8_ICSD_74655
",206,206,2.4528,4.21937,C8
"Cu1I2O6_ICSD_4327
",4,4,1.6826,3.18114,Cu2I4O12
"Cu1I2O6_ICSD_2232
",11,11,1.7138,3.2232,Cu2I4O12
"Na3Nb1O4_ICSD_6116
",12,12,4.1613,6.52243,Na12Nb4O16
"Au2O3_ICSD_8014
",43,43,1.0319,2.304,Au4O6
"Au1Cl1O1_ICSD_8190
",148,148,1.0999,2.39567,Au6Cl6O6
"As4C4F12_ICSD_9071
",137,137,3.3073,5.37124,As8C8F24
"Al1H3O3_ICSD_184708
",14,14,4.8109,7.39809,Al8H24O24
"Al1H3O3_ICSD_6162
",14,14,4.9461,7.58034,Al8H24O24
"Al1H3O3_ICSD_240781
",14,14,4.6842,7.2273,Al8H24O24
"Al1H3O3_ICSD_160680
",14,14,4.1946,6.56732,Al8H24O24
"Au1Cl3_ICSD_22146
",14,14,1.2393,2.58358,Au4Cl12
"Cd1Ge1O3_ICSD_77134
",15,15,1.5193,2.96102,Cd4Ge4O12
"Au1Cl1_ICSD_6052
",141,141,2.2841,3.99197,Au4Cl4
"Ag2C1O3_ICSD_281040
",11,11,0.9221,2.15599,Ag4C2O6
"Ag2C1O3_ICSD_8011
",11,11,0.9168,2.14885,Ag4C2O6
"Ge1O2_ICSD_158599
",58,136,1.1631,2.48086,Ge2O4
"Ge1O2_ICSD_158598
",58,136,1.1621,2.47951,Ge2O4
"Ge1O2_ICSD_158601
",58,58,1.2116,2.54624,Ge2O4
"Ge1O2_ICSD_281599
",58,136,1.1674,2.48666,Ge2O4
"Ge1O2_ICSD_158600
",58,136,1.1805,2.50431,Ge2O4
"Ge1O2_ICSD_158602
",58,136,1.1576,2.47344,Ge2O4
"Ge1O2_ICSD_94239
",58,58,1.2334,2.57562,Ge2O4
"Ge1O2_ICSD_637460
",136,136,1.1859,2.51159,Ge2O4
"Ge1O2_ICSD_158590
",136,136,1.2015,2.53262,Ge2O4
"Ge1O2_ICSD_158593
",136,136,1.1711,2.49164,Ge2O4
"Ge1O2_ICSD_92551
",136,136,1.1622,2.47965,Ge2O4
"Ge1O2_ICSD_94238
",136,136,1.1977,2.5275,Ge2O4
"Ge1O2_ICSD_158594
",136,136,1.1722,2.49313,Ge2O4
"Ge1O2_ICSD_158592
",136,136,1.2055,2.53801,Ge2O4
"Ge1O2_ICSD_637465
",136,136,1.2045,2.53667,Ge2O4
"Ge1O2_ICSD_16637
",136,136,1.1623,2.47978,Ge2O4
"Ge1O2_ICSD_158597
",136,136,1.1834,2.50822,Ge2O4
"Ge1O2_ICSD_84574
",136,136,1.2068,2.53977,Ge2O4
"Ge1O2_ICSD_158595
",136,136,1.1695,2.48949,Ge2O4
"Ge1O2_ICSD_158596
",136,136,1.1824,2.50688,Ge2O4
"Ge1O2_ICSD_158589
",136,136,1.1634,2.48126,Ge2O4
"Ge1O2_ICSD_158591
",136,136,1.1737,2.49515,Ge2O4
"Ge1O2_ICSD_9162
",136,136,1.1624,2.47992,Ge2O4
"Ge1O2_ICSD_637464
",136,136,1.1859,2.51159,Ge2O4
"Nb2Se9_ICSD_645386
",2,2,0.8348,2.03831,Nb4Se18
"Nb2Se9_ICSD_8179
",2,2,0.8432,2.04963,Nb4Se18
"Nb2Se9_ICSD_62538
",2,2,0.8419,2.04788,Nb4Se18
"Ga1Te1_ICSD_8249
",12,12,0.0,0.0,Ga6Te6
"Ga1Te1_ICSD_635512
",12,12,0.8924,2.11596,Ga6Te6
"Co1F2_ICSD_98785
",136,136,6.3176,9.42912,Co2F4
"Co1F2_ICSD_280604
",136,136,6.3069,9.4147,Co2F4
"Co1F2_ICSD_98786
",136,136,6.3138,9.424,Co2F4
"Co1F2_ICSD_14144
",136,136,6.321,9.43371,Co2F4
"Co1F2_ICSD_53987
",136,136,6.2992,9.40432,Co2F4
"Co1F2_ICSD_73460
",136,136,6.3178,9.42939,Co2F4
"Co1F2_ICSD_26604
",136,136,6.3051,9.41227,Co2F4
"Co1F2_ICSD_9167
",136,136,6.3199,9.43223,Co2F4
"Li2Mo4O13_ICSD_6134
",2,2,2.2748,3.97943,Li6Mo12O39
"Ag2I1N1O3_ICSD_8075
",19,19,2.1862,3.86,Ag16I8N8O24
"S18_ICSD_6002
",14,14,2.4698,4.24229,S36
"Ba2Cr1O4_ICSD_73892
",62,62,1.7998,3.33913,Ba8Cr4O16
"Cd1I2_ICSD_42173
",160,160,2.4316,4.1908,Cd4I8
"Cd1I2_ICSD_9190
",164,164,2.3695,4.10709,Cd4I8
"Cd1I2_ICSD_42253
",164,164,2.3696,4.10722,Cd4I8
"Cd1I2_ICSD_44792
",156,156,2.393,4.13876,Cd4I8
"Cd1I2_ICSD_42198
",186,186,2.3876,4.13148,Cd4I8
"Cd1I2_ICSD_42257
",164,164,2.3859,4.12919,Cd6I12
"Cd1I2_ICSD_42258
",164,164,2.3916,4.13688,Cd6I12
"Cd1I2_ICSD_42210
",156,156,2.3819,4.1238,Cd6I12
"Cd1I2_ICSD_27292
",156,156,0.0,0.0,Cd6I12
"Cd1I2_ICSD_27291
",156,156,2.3924,4.13796,Cd6I12
"Cd1I2_ICSD_42256
",156,156,2.4024,4.15144,Cd6I12
"Cd1I2_ICSD_6066
",164,164,2.4208,4.17624,Cd6I12
"Cd1I2_ICSD_42199
",156,156,2.3838,4.12636,Cd6I12
"Cd1I2_ICSD_42255
",156,156,2.3817,4.12353,Cd6I12
"Cd1I2_ICSD_9192
",156,156,2.384,4.12663,Cd8I16
"Cd1I2_ICSD_42201
",186,186,2.3879,4.13189,Cd8I16
"Cd1I2_ICSD_108921
",156,156,2.3915,4.13674,Cd8I16
"Cd1I2_ICSD_9194
",156,156,2.391,4.13607,Cd8I16
"Cd1I2_ICSD_35446
",156,156,2.4021,4.15103,Cd8I16
"Cd1I2_ICSD_35258
",156,156,2.4008,4.14928,Cd8I16
"Cd1I2_ICSD_42215
",156,156,2.3847,4.12758,Cd8I16
"Cd1I2_ICSD_42200
",156,156,2.3763,4.11625,Cd8I16
"Cd1I2_ICSD_42408
",156,156,2.3767,4.11679,Cd8I16
"Cd1I2_ICSD_42283
",156,156,2.3919,4.13728,Cd8I16
"Cd1I2_ICSD_108919
",156,156,2.3541,4.08633,Cd8I16
"Cd1I2_ICSD_42260
",156,156,2.3845,4.12731,Cd8I16
"Cd1I2_ICSD_42217
",156,156,2.3887,4.13297,Cd8I16
"Cd1I2_ICSD_42216
",156,156,2.3737,4.11275,Cd8I16
"Cd1I2_ICSD_9193
",156,156,2.3868,4.13041,Cd8I16
"Cd1I2_ICSD_49572
",156,156,2.3995,4.14753,Cd8I16
"Cd1I2_ICSD_9025
",164,164,2.3805,4.12191,Cd8I16
"Cd1I2_ICSD_37378
",186,186,2.3881,4.13216,Cd8I16
"Cs2Hg1I4_ICSD_63110
",11,11,2.0078,3.61951,Cs4Hg2I8
"In6Se7_ICSD_640477
",11,11,0.0,0.0,In12Se14
"In6Se7_ICSD_9135
",4,4,0.0,0.0,In12Se14
"In6Se7_ICSD_640500
",11,11,0.0,0.0,In12Se14
"Cs2I8_ICSD_44621
",14,14,0.0,0.0,Cs4I16
"Cd1I2_ICSD_42259
",156,156,2.3855,4.12865,Cd7I14
"Cd1I2_ICSD_42212
",156,156,2.3904,4.13526,Cd7I14
"Cd1I2_ICSD_42213
",156,156,2.3991,4.14699,Cd7I14
"Cd1I2_ICSD_37377
",156,156,2.4017,4.15049,Cd7I14
"Cd1I2_ICSD_44797
",156,156,2.381,4.12259,Cd7I14
"Cd1I2_ICSD_9191
",156,156,2.391,4.13607,Cd7I14
"Cd1I2_ICSD_9024
",156,156,2.3805,4.12191,Cd7I14
"Cd1I2_ICSD_42211
",156,156,2.3824,4.12448,Cd7I14
"Cd1I2_ICSD_42214
",156,156,2.4032,4.15251,Cd7I14
"Cd1I2_ICSD_42303
",156,156,2.3964,4.14335,Cd7I14
"Cd1I2_ICSD_30813
",156,156,2.3977,4.1451,Cd7I14
"Cd1I2_ICSD_108925
",156,156,2.3832,4.12555,Cd7I14
"Cd1I2_ICSD_42259
",156,156,2.3855,4.12865,Cd7I14
"Cd1I2_ICSD_42212
",156,156,2.3904,4.13526,Cd7I14
"Cd1I2_ICSD_42213
",156,156,2.3991,4.14699,Cd7I14
"Cd1I2_ICSD_37377
",156,156,2.4017,4.15049,Cd7I14
"Cd1I2_ICSD_44797
",156,156,2.381,4.12259,Cd7I14
"Cd1I2_ICSD_9191
",156,156,2.391,4.13607,Cd7I14
"Cd1I2_ICSD_9024
",156,156,2.3805,4.12191,Cd7I14
"Cd1I2_ICSD_42211
",156,156,2.3824,4.12448,Cd7I14
"Cd1I2_ICSD_42214
",156,156,2.4032,4.15251,Cd7I14
"Cd1I2_ICSD_42303
",156,156,2.3964,4.14335,Cd7I14
"Cd1I2_ICSD_30813
",156,156,2.3977,4.1451,Cd7I14
"Cd1I2_ICSD_108925
",156,156,2.3832,4.12555,Cd7I14
"Cd1I2_ICSD_9192
",156,156,2.384,4.12663,Cd8I16
"Cd1I2_ICSD_42201
",186,186,2.3879,4.13189,Cd8I16
"Cd1I2_ICSD_108921
",156,156,2.3915,4.13674,Cd8I16
"Cd1I2_ICSD_9194
",156,156,2.391,4.13607,Cd8I16
"Cd1I2_ICSD_35446
",156,156,2.4021,4.15103,Cd8I16
"Cd1I2_ICSD_35258
",156,156,2.4008,4.14928,Cd8I16
"Cd1I2_ICSD_42215
",156,156,2.3847,4.12758,Cd8I16
"Cd1I2_ICSD_42200
",156,156,2.3763,4.11625,Cd8I16
"Cd1I2_ICSD_42408
",156,156,2.3767,4.11679,Cd8I16
"Cd1I2_ICSD_42283
",156,156,2.3919,4.13728,Cd8I16
"Cd1I2_ICSD_108919
",156,156,2.3541,4.08633,Cd8I16
"Cd1I2_ICSD_42260
",156,156,2.3845,4.12731,Cd8I16
"Cd1I2_ICSD_42217
",156,156,2.3887,4.13297,Cd8I16
"Cd1I2_ICSD_42216
",156,156,2.3737,4.11275,Cd8I16
"Cd1I2_ICSD_9193
",156,156,2.3868,4.13041,Cd8I16
"Cd1I2_ICSD_49572
",156,156,2.3995,4.14753,Cd8I16
"Cd1I2_ICSD_9025
",164,164,2.3805,4.12191,Cd8I16
"Cd1I2_ICSD_37378
",186,186,2.3881,4.13216,Cd8I16
"Cd1I2_ICSD_9192
",156,156,2.384,4.12663,Cd8I16
"Cd1I2_ICSD_42201
",186,186,2.3879,4.13189,Cd8I16
"Cd1I2_ICSD_108921
",156,156,2.3915,4.13674,Cd8I16
"Cd1I2_ICSD_9194
",156,156,2.391,4.13607,Cd8I16
"Cd1I2_ICSD_35446
",156,156,2.4021,4.15103,Cd8I16
"Cd1I2_ICSD_35258
",156,156,2.4008,4.14928,Cd8I16
"Cd1I2_ICSD_42215
",156,156,2.3847,4.12758,Cd8I16
"Cd1I2_ICSD_42200
",156,156,2.3763,4.11625,Cd8I16
"Cd1I2_ICSD_42408
",156,156,2.3767,4.11679,Cd8I16
"Cd1I2_ICSD_42283
",156,156,2.3919,4.13728,Cd8I16
"Cd1I2_ICSD_108919
",156,156,2.3541,4.08633,Cd8I16
"Cd1I2_ICSD_42260
",156,156,2.3845,4.12731,Cd8I16
